ActivityName,Description,Website,ContactName,Email,Address,Category,AffiliatedWithCollege,College,RequiresDues,SkillLevel
History Collective,Be part of a community that exploring historical topics through field trips and events. We welcome everyone to contribute their unique perspective.,https://www.lee.net/,Anthony Baldwin,uavery@martin.com,"887 Santiago Well, Boston, MA 02108",History,False,University of Massachusetts Boston,True,Intermediate
Thinkers of History,"A space to exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",http://www.clark.com/,Megan Drake,williamsjames@smith.com,"93122 Cross Tunnel, Boston, MA 02115",History,False,Boston College,True,Intermediate
Voices of History,"This group is designed to exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",http://moore.com/,Richard Hall,randyfischer@jackson.com,"040 Medina Garden, Boston, MA 02110",History,True,Tufts University,True,Intermediate
Explorers of History,"Our club encourages students to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",http://www.clarke-norris.net/,Samuel Sullivan,rachaelhamilton@walters.com,"887 Danny Route, Boston, MA 02118",History,False,Boston University,False,Beginner
History Board,"We come together to student-led research into local and global histories. Open to all students, regardless of background or experience.",https://www.brown-hernandez.com/,Stefanie Conner,iibarra@bentley.info,"559 Oliver Trail, Boston, MA 02111",History,False,Tufts University,True,Beginner
History Guild,"Join us as we exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",http://bowman-owens.org/,Ronnie Holland,qlee@tucker-olson.org,"17630 Benjamin Cliffs, Boston, MA 02109",History,False,Massachusetts Institute of Technology,True,Beginner
History Coalition,"Our mission is to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",https://www.barnes.com/,Terry Kent,dianephillips@martin.com,"65212 Jennifer Vista, Boston, MA 02118",History,False,University of Massachusetts Boston,True,Intermediate
History Circle,"We aim to bringing the past to life through lectures and discussion. Our discussions are informal, engaging, and open-minded.",https://bates-myers.com/,Earl Stone,lisa19@lucero.com,"125 Nelson Isle, Boston, MA 02116",History,True,Boston University,False,Intermediate
Movement of History,"Be part of a community that student-led research into local and global histories. Open to all students, regardless of background or experience.",http://www.hanson-turner.com/,Steven Barnes,harry21@robinson.net,"677 Mackenzie Islands, Boston, MA 02110",History,False,Northeastern,True,Intermediate
Builders Guild,"This group is designed to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",https://www.hill.com/,Mark Williams,kimberlysnow@lopez.info,"9012 David Passage, Boston, MA 02111",History,False,University of Massachusetts Boston,False,Advanced
History Studio,"We aim to exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",http://www.barton.com/,Mrs. Michele Medina,nsnyder@parker-rocha.com,"2594 Jennifer Ridge, Boston, MA 02113",History,True,Harvard,True,Beginner
Innovators Union,An opportunity to bringing the past to life through lectures and discussion. We welcome everyone to contribute their unique perspective.,https://jackson-moss.com/,Glenn Harrington,haassamantha@hill-curtis.com,"22628 Theodore Views, Boston, MA 02114",History,True,University of Massachusetts Boston,True,Advanced
Vibes Collective,We aim to student-led research into local and global histories. We welcome everyone to contribute their unique perspective.,https://gaines.com/,Rodney Jones,duffydakota@caldwell-ryan.org,"9281 Natasha Flat, Boston, MA 02115",History,True,Tufts University,False,Advanced
Innovators of History,"A space to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",https://buchanan-hubbard.com/,Crystal Hamilton,adamskristin@johnson-nguyen.biz,"202 Rodriguez Bridge, Boston, MA 02110",History,False,Boston College,True,Advanced
Crew of History,"Our club encourages students to exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",https://www.oconnor.com/,Alison Owens,rabbott@herrera.com,"56090 Samantha Rest, Boston, MA 02215",History,True,Massachusetts Institute of Technology,True,Intermediate
Sports Initiative,"An opportunity to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",http://www.patterson-smith.biz/,Bonnie Dawson,wellsjill@hodges.com,"7502 Cruz Throughway, Boston, MA 02108",Sports,True,Massachusetts Institute of Technology,False,Intermediate
Sports Union,Be part of a community that competitive and casual sports events year-round. We welcome everyone to contribute their unique perspective.,https://www.ross.com/,Patrick Walker,jacksonroy@hendricks-hawkins.biz,"437 Montgomery Falls, Boston, MA 02215",Sports,False,Massachusetts Institute of Technology,False,Intermediate
Movement League,"Our club encourages students to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://thompson-morrison.biz/,Keith Benitez,kathyevans@keller.net,"37966 Matthew Road, Boston, MA 02116",Sports,False,Northeastern,True,Beginner
Sports League,"We aim to competitive and casual sports events year-round. Open to all students, regardless of background or experience.",https://www.wong.com/,Brendan Logan,suttontracy@delacruz.com,"5203 Richard Ville, Boston, MA 02113",Sports,True,Harvard,True,Intermediate
Innovators Board,"This group is designed to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",https://www.delgado.net/,Teresa Williams,rcunningham@morgan.com,"920 Malone Gardens, Boston, MA 02109",Sports,False,Northeastern,True,Advanced
Creators Board,"Join us as we for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://www.martin.com/,Alicia Jones,joshuamoore@hudson.biz,"255 Alex Streets, Boston, MA 02115",Sports,False,University of Massachusetts Boston,False,Intermediate
Explorers Guild,"We come together to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://roberts.com/,Ryan Watson,joshua56@martin.biz,"8493 Theresa Tunnel, Boston, MA 02118",Sports,False,University of Massachusetts Boston,False,Intermediate
Crew Coalition,"Be part of a community that promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://www.hodges.com/,Christopher Green,bcook@elliott.info,"3919 Jackson Circles, Boston, MA 02109",Sports,True,Tufts University,True,Beginner
Exchange of Sports,"Be part of a community that competitive and casual sports events year-round. Open to all students, regardless of background or experience.",http://www.lopez.net/,Noah Larson,kellyramos@stevens.net,"520 Ricky Parkways, Boston, MA 02114",Sports,False,Massachusetts Institute of Technology,True,Advanced
Roots of Sports,"Our club encourages students to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://cunningham.info/,Susan Kirby,wrightsara@jones.com,"60546 Jones Cove, Boston, MA 02111",Sports,True,Northeastern,False,Advanced
Dreamers of Sports,"Be part of a community that for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",https://lee.com/,Melissa Porter,kphillips@bradshaw-werner.net,"21077 Barnett Plaza, Boston, MA 02215",Sports,True,Harvard,False,Advanced
Exchange Club,"We aim to promoting teamwork, fitness, and sportsmanship. Join us weekly as we grow our shared passion.",http://willis.info/,Tracy Morrison,vmcdonald@carlson.com,"070 Dominic View, Boston, MA 02215",Sports,False,Northeastern,True,Beginner
Sports Alliance,"An opportunity to promoting teamwork, fitness, and sportsmanship. Connect with peers through regular meetups and events.",http://herrera.com/,William Peterson,callen@bradshaw.com,"7796 Pierce Cliff, Boston, MA 02116",Sports,True,Boston University,False,Intermediate
Thinkers Alliance,We come together to competitive and casual sports events year-round. Connect with peers through regular meetups and events.,http://stewart.com/,Jessica Logan,erinshaw@harrington.org,"07517 David Stravenue, Boston, MA 02113",Sports,False,University of Massachusetts Boston,True,Beginner
Minds of Sports,"We come together to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://www.santos-stanley.com/,Mr. David Wang,ksullivan@hampton.net,"362 Craig Unions, Boston, MA 02110",Sports,False,Boston College,False,Beginner
Explorers of Sports,"Our mission is to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",http://www.donovan-davis.com/,Christopher Brewer,bryancastillo@crawford-perez.biz,"9178 Michael Road, Boston, MA 02109",Sports,False,Boston University,False,Beginner
Sessions Studio,"We aim to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",https://www.chavez.biz/,Joshua Charles,woodwardmichael@martinez-stewart.com,"117 Mary Mountains, Boston, MA 02108",Sports,False,Boston College,True,Beginner
Sports Board,"Students gather here to competitive and casual sports events year-round. Open to all students, regardless of background or experience.",http://lewis.com/,Philip Duncan,jenniferwalker@butler.com,"652 Hayden Lock, Boston, MA 02118",Sports,True,Northeastern,False,Intermediate
Sports Studio,"We aim to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://www.miller.com/,Matthew Knight,james06@liu.com,"419 Thompson Haven, Boston, MA 02109",Sports,False,Boston College,False,Advanced
Sessions Forum,"Students gather here to competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",https://www.dean.com/,David Rogers,ryanmccullough@morton.com,"3135 Dickson Expressway, Boston, MA 02115",Sports,True,Boston College,True,Advanced
Vibes Union,Our club encourages students to for athletes and fans alike — all levels welcome. We welcome everyone to contribute their unique perspective.,http://www.alvarez-edwards.org/,Tiffany Mullins,kevin37@baker.com,"636 Rachel Dam, Boston, MA 02116",Sports,True,University of Massachusetts Boston,True,Beginner
Innovators Circle,"This group is designed to competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",https://cook-haas.info/,Travis Travis,duncandylan@becker.info,"57692 Franklin Walks, Boston, MA 02118",Sports,True,Massachusetts Institute of Technology,False,Intermediate
Vibes Board,"A space to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",http://myers.com/,Nicholas Vazquez,mendozajeremy@johnson.net,"9178 Anna Alley, Boston, MA 02110",Sports,False,University of Massachusetts Boston,False,Intermediate
Crew of Sports,"A space to competitive and casual sports events year-round. Open to all students, regardless of background or experience.",http://www.salinas.com/,Katie Wilson,abaker@gibson-simmons.biz,"35431 Hill Plaza, Boston, MA 02115",Sports,False,Boston College,False,Beginner
Voices Team,"Our mission is to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://jones.info/,Dana Tucker,garrisontheresa@mclean.com,"0086 Elizabeth Falls, Boston, MA 02215",Sports,True,Harvard,True,Beginner
Voices Forum,"We come together to promoting teamwork, fitness, and sportsmanship. Our discussions are informal, engaging, and open-minded.",https://riley.com/,Peter Schmidt,linderek@reyes.net,"5405 Joseph Gateway, Boston, MA 02118",Sports,False,Northeastern,True,Beginner
Explorers Society,"Be part of a community that promoting teamwork, fitness, and sportsmanship. We aim to build community through tradition and practice.",https://www.moore.net/,Raymond Rogers,qfitzgerald@mcintyre.com,"79330 Scott Crossing, Boston, MA 02215",Sports,False,Boston University,True,Intermediate
Exchange Coalition,"Students gather here to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",https://arnold.com/,Jordan Brown,romangary@bennett.com,"087 Michael Crest, Boston, MA 02108",Sports,False,Boston University,True,Beginner
Vibes of Sports,"Join us as we promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://www.nelson-stephens.net/,Katherine Miller,joneslindsey@adams-brown.info,"52100 Coleman Mount, Boston, MA 02114",Sports,False,Massachusetts Institute of Technology,True,Advanced
Sports Team,"An opportunity to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://www.hodge-tanner.biz/,Alison Rose,lewisnicholas@rose.com,"0024 Smith Inlet, Boston, MA 02113",Sports,False,Boston University,True,Beginner
Thinkers of Sports,"This group is designed to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",http://stanley.com/,Joy Brown,lisa97@davis.com,"60117 Carrie Pines, Boston, MA 02109",Sports,True,Boston College,True,Advanced
Sports Collective,We aim to for athletes and fans alike — all levels welcome. We welcome everyone to contribute their unique perspective.,http://www.thornton.biz/,Tammy Branch,christopherallen@barnett.com,"299 Robert Spur, Boston, MA 02115",Sports,False,Tufts University,True,Advanced
Crew Initiative,"A space to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://diaz.com/,Mark Brown,fhall@thornton.com,"00003 Rebecca Ridges, Boston, MA 02113",Sports,True,Harvard,False,Beginner
Explorers League,"Join us as we promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",http://www.hunter.biz/,Julie Coleman,reillyamy@jones.com,"431 Sanders Shoals, Boston, MA 02116",Sports,True,University of Massachusetts Boston,True,Advanced
Crew Society,"Join us as we promoting teamwork, fitness, and sportsmanship. We aim to build community through tradition and practice.",https://price-rojas.net/,Robert Burnett,kimberly07@villanueva.com,"3337 Jennifer Garden, Boston, MA 02111",Sports,False,Massachusetts Institute of Technology,False,Intermediate
Minds Forum,"We come together to competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",http://www.reynolds.info/,Gary Calhoun,connor16@patton-hines.com,"20575 Smith Haven, Boston, MA 02215",Sports,True,Tufts University,True,Beginner
Explorers Coalition,"A space to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://lowe.com/,Nicole Brown,leedrew@reed.org,"064 Thomas Ways, Boston, MA 02113",Sports,True,University of Massachusetts Boston,False,Advanced
Sports Club,A space to competitive and casual sports events year-round. Join us weekly as we grow our shared passion.,http://www.graham.org/,Scott Lee,moorejason@wilson.com,"82256 Sims Loaf, Boston, MA 02215",Sports,False,Tufts University,False,Beginner
Pulse Board,"This group is designed to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://www.roberts.info/,Jeffrey Williams,robertmadden@fox.com,"84199 Carl Route, Boston, MA 02111",Sports,True,Massachusetts Institute of Technology,False,Beginner
Pulse Collective,"We aim to promoting teamwork, fitness, and sportsmanship. We welcome everyone to contribute their unique perspective.",https://gray.com/,Rebecca Graham,ricardojones@hopkins.com,"544 Charles Flats, Boston, MA 02116",Sports,True,Boston College,False,Advanced
Sports Forum,"An opportunity to competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",http://www.wong.com/,Garrett Dyer,wmalone@bright-mueller.biz,"585 Christopher Knolls, Boston, MA 02114",Sports,True,Boston College,True,Beginner
Sports Network,"A space to promoting teamwork, fitness, and sportsmanship. Connect with peers through regular meetups and events.",http://atkins-martinez.com/,John Roberts,sullivanaaron@moreno-doyle.info,"568 Chavez Locks, Boston, MA 02115",Sports,True,Harvard,True,Intermediate
Sessions of Sports,"Students gather here to promoting teamwork, fitness, and sportsmanship. Open to all students, regardless of background or experience.",https://wilson.net/,Amanda Hopkins,rollinsstephanie@johnson.com,"72615 Figueroa Union, Boston, MA 02110",Sports,True,Boston University,True,Advanced
Sports Circle,"Be part of a community that competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",http://www.duncan.com/,Kristin Doyle,aramirez@mason-barber.com,"69302 Martinez Mall, Boston, MA 02215",Sports,False,Harvard,False,Advanced
Voices of Sports,"Students gather here to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://www.brown-bolton.com/,Joseph Aguilar,monroetraci@tran-lawrence.org,"8932 William Manor, Boston, MA 02110",Sports,True,Boston College,True,Beginner
Innovators of Sports,"This group is designed to for athletes and fans alike — all levels welcome. Open to all students, regardless of background or experience.",http://www.leonard.com/,Destiny Smith,bradley79@brooks-rosales.com,"40545 Adams Valley, Boston, MA 02108",Sports,False,Harvard,False,Intermediate
Sports Coalition,"We come together to competitive and casual sports events year-round. Open to all students, regardless of background or experience.",https://welch-fitzgerald.com/,Peter Meyers,qmay@barnett.org,"722 Amy Circle, Boston, MA 02109",Sports,True,Boston College,True,Beginner
Explorers Circle,"Students gather here to for athletes and fans alike — all levels welcome. Our discussions are informal, engaging, and open-minded.",https://douglas-lewis.org/,Crystal Burke,moorecarla@martinez.info,"1946 Sawyer Throughway, Boston, MA 02116",Sports,False,Boston College,False,Advanced
Sports Society,"Our club encourages students to promoting teamwork, fitness, and sportsmanship. We aim to build community through tradition and practice.",http://www.larson.info/,Crystal Chambers,michelle72@johnson.net,"14729 Christopher Shores, Boston, MA 02110",Sports,False,Tufts University,True,Beginner
Thinkers Circle,"Our mission is to competitive and casual sports events year-round. Our discussions are informal, engaging, and open-minded.",https://www.bartlett.info/,Brandon Reid,richard03@beard.com,"664 Elizabeth Drive, Boston, MA 02111",Sports,True,Northeastern,False,Beginner
Vibes Society,"We come together to hiking, camping, and outdoor adventure trips. We aim to build community through tradition and practice.",http://lewis-clark.com/,Samuel Walker,beckdaniel@hill-randolph.biz,"84321 Susan Common, Boston, MA 02111",Outdoor recreation,True,Northeastern,True,Beginner
Thinkers Initiative,"We aim to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",http://hernandez.org/,Seth Cohen,jennifer80@torres-brewer.com,"22773 Mooney Land, Boston, MA 02111",Outdoor recreation,True,Northeastern,True,Beginner
Exchange Society,Be part of a community that connecting with nature and the outdoors. We aim to build community through tradition and practice.,http://vasquez.net/,Carl Robinson,rodriguezchase@cohen.biz,"7539 Bishop Mountain, Boston, MA 02115",Outdoor recreation,True,Boston University,True,Beginner
Exchange Network,Join us as we weekly meetups for exploring new england’s trails. Connect with peers through regular meetups and events.,http://sullivan.com/,Courtney Gray,wrightchristina@williams.com,"8373 Villanueva Mountain, Boston, MA 02110",Outdoor recreation,True,Tufts University,True,Beginner
Outdoor recreation Network,An opportunity to connecting with nature and the outdoors. Connect with peers through regular meetups and events.,https://morales-hays.net/,Kimberly Alexander,brandon90@mitchell.biz,"101 Shannon Union, Boston, MA 02109",Outdoor recreation,True,Boston University,True,Intermediate
Vibes of Outdoor recreation,"An opportunity to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://www.powers.com/,Nicholas Bishop,hwilliams@weber.info,"931 Fleming Ports, Boston, MA 02113",Outdoor recreation,False,Northeastern,False,Beginner
Sessions Collective,A space to weekly meetups for exploring new england’s trails. We welcome everyone to contribute their unique perspective.,https://www.scott.info/,Brian Wagner,julie07@fisher.org,"610 Davidson View, Boston, MA 02116",Outdoor recreation,True,Northeastern,True,Intermediate
Outdoor recreation League,"Our mission is to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",https://kennedy.com/,Christopher Mathis,blake89@riley.com,"0768 Brown Course, Boston, MA 02109",Outdoor recreation,True,Boston College,True,Beginner
Voices Alliance,"Our mission is to hiking, camping, and outdoor adventure trips. Connect with peers through regular meetups and events.",http://www.tucker.net/,Jesse Nguyen,kimberlyvalenzuela@lester.com,"07058 Cunningham Ridge, Boston, MA 02111",Outdoor recreation,False,Harvard,False,Advanced
Outdoor recreation Alliance,"An opportunity to hiking, camping, and outdoor adventure trips. Connect with peers through regular meetups and events.",http://www.carter.org/,Elizabeth Wilkins,juliehale@joyce-holt.net,"92065 Williams Land, Boston, MA 02108",Outdoor recreation,False,University of Massachusetts Boston,True,Intermediate
Crew Coalition,"Our club encourages students to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",http://mitchell-green.com/,Jacqueline Dean,brenda62@huynh.com,"69686 Cox Mountains, Boston, MA 02118",Outdoor recreation,False,Boston College,False,Beginner
Voices of Outdoor recreation,"Join us as we weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",http://brown.com/,Breanna Hall,henry11@greer.info,"3798 Grant Point, Boston, MA 02118",Outdoor recreation,True,Tufts University,True,Intermediate
Outdoor recreation Initiative,"Be part of a community that weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://www.mckenzie-mccormick.com/,Miguel Horton,eric87@watson.com,"1226 Cynthia Islands, Boston, MA 02109",Outdoor recreation,False,Northeastern,True,Beginner
Outdoor recreation Board,"Join us as we hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",https://kelley.info/,Brittany Miller,vincent08@norman.info,"105 Samantha Walks, Boston, MA 02110",Outdoor recreation,False,Boston College,False,Beginner
Sessions Circle,"This group is designed to weekly meetups for exploring new england’s trails. Our discussions are informal, engaging, and open-minded.",https://www.thornton.org/,Brandi Castro,taylorcharles@young-vasquez.com,"725 Cathy Well, Boston, MA 02113",Outdoor recreation,True,Tufts University,True,Beginner
Movement Union,This group is designed to weekly meetups for exploring new england’s trails. We welcome everyone to contribute their unique perspective.,http://mcdonald.net/,Amy Perry,shawn93@white-young.com,"65797 Meza Vista, Boston, MA 02116",Outdoor recreation,False,Tufts University,False,Intermediate
Outdoor recreation Guild,"This group is designed to connecting with nature and the outdoors. Open to all students, regardless of background or experience.",http://www.murphy-marsh.com/,Dr. Natalie Hartman,dsullivan@higgins-moses.com,"71122 Amanda Course, Boston, MA 02111",Outdoor recreation,True,Boston College,True,Intermediate
Thinkers League,"We come together to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",https://joyce-bennett.com/,David Sweeney,briannajones@adams.com,"06704 Carpenter Shoal, Boston, MA 02108",Outdoor recreation,True,Northeastern,False,Advanced
Roots League,"Students gather here to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",https://lopez.com/,Dominic Buchanan,xmartin@lopez.org,"278 John Oval, Boston, MA 02108",Outdoor recreation,True,Harvard,True,Intermediate
Crew of Outdoor recreation,"We come together to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://alvarez.info/,Donald Bell,relliott@tate.com,"1861 William Ville, Boston, MA 02113",Outdoor recreation,False,Tufts University,True,Intermediate
Explorers Union,This group is designed to connecting with nature and the outdoors. We welcome everyone to contribute their unique perspective.,https://www.berry.org/,Richard Wade,nruiz@santana-bryan.com,"2771 Rachel Forge, Boston, MA 02114",Outdoor recreation,True,Northeastern,True,Advanced
Outdoor recreation Coalition,"Students gather here to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://www.james.com/,Michael Hansen,zunigakaren@molina.com,"68281 Wilson Ports, Boston, MA 02110",Outdoor recreation,True,Boston University,True,Advanced
Innovators Club,Our club encourages students to connecting with nature and the outdoors. Join us weekly as we grow our shared passion.,https://cook.biz/,Stephen Melton,xhughes@becker.com,"894 Adam Plaza, Boston, MA 02114",Outdoor recreation,True,Harvard,False,Beginner
Dreamers Circle,"Be part of a community that hiking, camping, and outdoor adventure trips. Our discussions are informal, engaging, and open-minded.",https://www.kim.com/,Laura Kim,richardsonjulie@alvarez.net,"929 Harrison Turnpike, Boston, MA 02110",Outdoor recreation,True,Northeastern,False,Beginner
Pulse Forum,"This group is designed to hiking, camping, and outdoor adventure trips. Our discussions are informal, engaging, and open-minded.",https://www.berry.org/,Danielle Murphy,kathleen54@adams.org,"83852 Ali Island, Boston, MA 02118",Outdoor recreation,False,Harvard,False,Advanced
Voices Team,"This group is designed to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",http://www.powell-lyons.org/,Colin Jordan,ahartman@lee-carlson.com,"6865 Duran Throughway, Boston, MA 02110",Outdoor recreation,True,Massachusetts Institute of Technology,True,Beginner
Exchange of Outdoor recreation,"Our club encourages students to hiking, camping, and outdoor adventure trips. Open to all students, regardless of background or experience.",https://ellis.net/,Diane Mason,debbiesmith@smith.info,"33696 Trevino Ridges, Boston, MA 02215",Outdoor recreation,False,Massachusetts Institute of Technology,True,Advanced
Pulse of Outdoor recreation,"A space to connecting with nature and the outdoors. Open to all students, regardless of background or experience.",http://miller.net/,Mark Jones,btaylor@wright.com,"148 Natalie Lakes, Boston, MA 02114",Outdoor recreation,False,University of Massachusetts Boston,True,Intermediate
Vibes League,"Our mission is to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://www.rasmussen.org/,Anthony Hensley,paulwalker@santana.com,"6145 Padilla Branch, Boston, MA 02113",Outdoor recreation,False,Boston University,True,Advanced
Explorers of Outdoor recreation,"This group is designed to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://hall.com/,Dr. Tiffany Perez MD,leah41@harris.net,"91908 William Park, Boston, MA 02116",Outdoor recreation,False,Tufts University,True,Advanced
Dreamers of Outdoor recreation,"Join us as we connecting with nature and the outdoors. Open to all students, regardless of background or experience.",https://www.archer.com/,Samantha Ingram,whughes@moore.com,"72427 Allison Mountain, Boston, MA 02116",Outdoor recreation,False,Tufts University,True,Beginner
Crew Society,Our mission is to weekly meetups for exploring new england’s trails. We aim to build community through tradition and practice.,https://hernandez.com/,Krista Reyes,james64@berry.com,"89224 William Curve, Boston, MA 02114",Outdoor recreation,False,Boston University,True,Beginner
Crew Initiative,"A space to weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",https://patterson-gibson.com/,Ashley Mccarthy,ellenbenjamin@oconnor.com,"019 Franco Causeway, Boston, MA 02113",Outdoor recreation,False,Northeastern,True,Advanced
Outdoor recreation Circle,"Students gather here to weekly meetups for exploring new england’s trails. Our discussions are informal, engaging, and open-minded.",https://leblanc.net/,John Alexander,leahryan@smith.com,"42215 Robert Plaza, Boston, MA 02109",Outdoor recreation,True,Harvard,True,Advanced
Creators Forum,"A space to connecting with nature and the outdoors. Our discussions are informal, engaging, and open-minded.",https://www.morse.com/,Tonya Payne,leonardhill@wright-singleton.net,"295 Paul Courts, Boston, MA 02116",Outdoor recreation,True,Boston College,True,Beginner
Vibes Network,"We come together to hiking, camping, and outdoor adventure trips. Connect with peers through regular meetups and events.",http://www.sexton-johnson.biz/,Scott Patel,salinasperry@henderson.com,"1145 Wagner Isle, Boston, MA 02108",Outdoor recreation,False,Boston University,True,Beginner
Thinkers Studio,"Join us as we weekly meetups for exploring new england’s trails. Open to all students, regardless of background or experience.",http://www.johnson.biz/,Michael Romero,clarkmichele@hanson.com,"325 Erika Trafficway, Boston, MA 02108",Outdoor recreation,False,Harvard,False,Intermediate
Minds of Outdoor recreation,"Our mission is to connecting with nature and the outdoors. Open to all students, regardless of background or experience.",https://landry-hart.com/,Michael Simpson,michael53@brown-phillips.com,"09608 Robin Hills, Boston, MA 02110",Outdoor recreation,True,Massachusetts Institute of Technology,False,Beginner
Creators Club,This group is designed to weekly meetups for exploring new england’s trails. Join us weekly as we grow our shared passion.,https://www.alvarado-skinner.net/,Cheryl Gutierrez,alexandersmith@williams-hebert.net,"2998 Smith Cliff, Boston, MA 02116",Outdoor recreation,True,Boston College,False,Intermediate
Outdoor recreation Union,"Join us as we hiking, camping, and outdoor adventure trips. We welcome everyone to contribute their unique perspective.",https://www.douglas.com/,John Byrd,lori98@smith-hayes.com,"7282 Nicole Coves, Boston, MA 02114",Outdoor recreation,True,Northeastern,True,Advanced
Dreamers Alliance,"Students gather here to hiking, camping, and outdoor adventure trips. Connect with peers through regular meetups and events.",https://coleman.org/,Robert Allen,rachelhunter@williams.com,"62687 Gonzalez Tunnel, Boston, MA 02116",Outdoor recreation,False,University of Massachusetts Boston,False,Beginner
Creators Society,"An opportunity to hiking, camping, and outdoor adventure trips. We aim to build community through tradition and practice.",http://www.woods.info/,Lisa Hart,david44@white.com,"122 James River, Boston, MA 02115",Outdoor recreation,False,Massachusetts Institute of Technology,False,Beginner
Outdoor recreation Forum,"Be part of a community that weekly meetups for exploring new england’s trails. Our discussions are informal, engaging, and open-minded.",https://www.bennett-johnson.info/,Lori Miles,fgriffith@weaver.com,"37973 Rose Vista, Boston, MA 02109",Outdoor recreation,True,Boston University,False,Advanced
Innovators Union,Students gather here to connecting with nature and the outdoors. We welcome everyone to contribute their unique perspective.,http://www.rodriguez.biz/,Donna Schwartz,sbarker@randolph-beard.biz,"731 Lindsay Via, Boston, MA 02108",Outdoor recreation,True,Boston College,True,Beginner
Thinkers of Outdoor recreation,"Our club encourages students to connecting with nature and the outdoors. Open to all students, regardless of background or experience.",https://www.smith-lowe.com/,Jerry Sweeney,elopez@mann-gordon.biz,"567 Katie Ridge, Boston, MA 02111",Outdoor recreation,True,Harvard,True,Beginner
Outdoor recreation Collective,"Our club encourages students to hiking, camping, and outdoor adventure trips. We welcome everyone to contribute their unique perspective.",http://spencer.info/,Alexander Bauer,brian23@williams.com,"7346 Conrad Coves, Boston, MA 02115",Outdoor recreation,False,Massachusetts Institute of Technology,True,Beginner
Pulse Studio,"Students gather here to connecting with nature and the outdoors. Open to all students, regardless of background or experience.",https://www.reid-dawson.info/,Kathryn Clark,hardingtyler@jacobs.com,"188 Smith Forge, Boston, MA 02215",Outdoor recreation,True,Northeastern,False,Advanced
